Player,Age,season,season_type,raptor_total,war_total,predator_total,years_league,years_playoff,performance_score
Brandon Ingram,24,2022,PO,0.6423557122883341,0.2674113393153862,0.6336319715691602,6,1,1.5433990231728805
Bruce Brown,25,2019,PO,0.5318418335512041,0.13391425631174197,0.5295655774962957,1,1,1.1953216673592417
Bruce Brown,25,2021,PO,0.5687296847788923,0.1898368192681191,0.5729215904943362,4,2,1.3314880945413476
Bruce Brown,25,2022,PO,0.5410002357839047,0.14244271739327294,0.6006339777345162,6,3,1.2840769309116937
CJ Elleby,21,2021,PO,0.32225222182871605,0.1239755401981584,0.19067904546898023,1,1,0.6369068074958546
Caleb Martin,26,2022,PO,0.5535232030706636,0.16079331830141494,0.5251527772982206,3,1,1.2394692986702993
Cam Thomas,20,2022,PO,1.0,0.13226038144008684,0.8295014539827037,1,1,1.9617618354227906
Cameron Johnson,25,2021,PO,0.5755269299372735,0.24027702121062783,0.5649356167275764,2,1,1.380739567875478
Cameron Johnson,25,2022,PO,0.5910350001504138,0.2357643921188069,0.5412601971794749,4,2,1.3680595894486958
Cameron Payne,27,2016,PO,0.36581684815938964,0.08125764960604451,0.4170976824537713,1,1,0.8641721802192055
Cameron Payne,27,2017,PO,0.5582083635653755,0.13293767076369717,0.5061421795898114,3,2,1.1972882139188843
Cameron Payne,27,2021,PO,0.6274845705548621,0.3390722734854015,0.6317447070390648,10,3,1.5983015510793284
Cameron Payne,27,2022,PO,0.4597598028942688,0.0760494504688329,0.4032911136603744,12,4,0.9391003670234761
Carmelo Anthony,37,2018,PO,0.5237444179726347,0.1301300235200828,0.5569608899843576,5,1,1.210835331477075
Carmelo Anthony,37,2020,PO,0.47064969778288485,0.08452919918058865,0.47080935835206716,8,2,1.0259882553155406
Carmelo Anthony,37,2021,PO,0.4916972073440292,0.10839254625751185,0.35800648674716284,10,3,0.9580962403487039
Cedi Osman,26,2018,PO,0.5642234252371852,0.1438607569643153,0.5505663712941151,1,1,1.2586505534956156
Chris Boucher,29,2019,PO,0.3591779257819844,0.1289228123988236,0.3617100673124687,2,1,0.8498108054932767
Chris Boucher,29,2020,PO,0.5345774967193591,0.13410246331902714,0.46699383451170595,4,2,1.135673794550092
Chris Boucher,29,2022,PO,0.6334969743841791,0.2014730446623194,0.5834167185691304,7,3,1.418386737615629
Chris Paul,36,2014,PO,0.7657609979551611,0.6887218425885766,0.8248869145230168,1,1,2.2793697550667544
Chris Paul,36,2015,PO,0.7344749868520974,0.5796609670824331,0.7682694606908351,3,2,2.0824054146253657
Chris Paul,36,2016,PO,0.7834175353433018,0.2897673966987113,0.7166541136091251,5,3,1.7898390456511384
Chris Paul,36,2017,PO,0.7232660866697893,0.3831965025407081,0.7640359781073662,7,4,1.8704985673178636
Chris Paul,36,2018,PO,0.691843726138269,0.5550575860168836,0.7602420898017699,9,5,2.0071434019569225
Chris Paul,36,2019,PO,0.6522279759216753,0.37830224834907505,0.7434389364553453,11,6,1.7739691607260957
Chris Paul,36,2020,PO,0.5066389082327769,0.10742042044099687,0.43735890781580145,13,7,1.0514182364895752
Chris Paul,36,2021,PO,0.6139936971792156,0.4244958572014922,0.621358012080396,15,8,1.6598475664611039
Chris Paul,36,2022,PO,0.6561732402877719,0.4180208052551926,0.6517243769516003,17,9,1.7259184224945647
Clint Capela,27,2015,PO,0.5615634668353849,0.15447759000627234,0.5361947304021567,1,1,1.252235787243814
Clint Capela,27,2016,PO,0.6153705679407127,0.15141861420785302,0.5979264106159419,3,2,1.3647155927645076
Clint Capela,27,2017,PO,0.6057115429124512,0.24348076890849102,0.6402045961320283,5,3,1.4893969079529705
Clint Capela,27,2018,PO,0.6659368244905484,0.48847373157749413,0.7108005123324949,7,4,1.8652110684005372
Clint Capela,27,2019,PO,0.5650564145156858,0.19518460078298364,0.5992985268860592,9,5,1.3595395421847285
Clint Capela,27,2021,PO,0.6361565288229163,0.43974418685710126,0.7037929281674247,12,6,1.7796936438474422
Clint Capela,27,2022,PO,0.5353134315566619,0.1340603540590193,0.5179664852964814,14,7,1.1873402709121625
Coby White,21,2022,PO,0.5043593606119007,0.12182539088598157,0.4116189037875503,3,1,1.0378036552854324
Cory Joseph,30,2014,PO,0.6670465568603543,0.19146999874180867,0.6539806866512857,1,1,1.5124972422534486
Cory Joseph,30,2015,PO,0.28238977935246684,0.10632319074377185,0.24119935877662163,3,2,0.6299123288728603
Cory Joseph,30,2016,PO,0.543342863705085,0.17019181997164196,0.5322043659468033,5,3,1.24573904962353
Cory Joseph,30,2017,PO,0.5370893651127128,0.14383162283065903,0.5067530118213738,7,4,1.1876739997647454
Cory Joseph,30,2018,PO,0.6491574126819629,0.21607786695352468,0.6162063520001011,9,5,1.4814416316355887
Cory Joseph,30,2019,PO,0.4756110594588532,0.11190008616748606,0.49284897009053336,11,6,1.0803601157168725
D'Angelo Russell,25,2019,PO,0.4256347673782317,0.05818489655758066,0.34810722128817434,4,1,0.8319268852239867
D'Angelo Russell,25,2022,PO,0.558401843392757,0.1635467908064126,0.6138182812999884,9,2,1.335766915499158
Damian Jones,26,2017,PO,0.5651097290570163,0.1363184026320257,0.6254435776017733,1,1,1.326871709290815
Damian Jones,26,2018,PO,0.0,0.10193789431316935,0.0,3,2,0.10193789431316935
Damian Jones,26,2019,PO,0.3561381790418888,0.12541308794169073,0.21397432506895897,5,3,0.6955255920525385
Damian Lillard,31,2014,PO,0.6708282878889714,0.4601901129582731,0.6991747183313328,1,1,1.8301931191785774
Damian Lillard,31,2015,PO,0.535136583396441,0.14152170447684842,0.5385036855482661,3,2,1.2151619734215555
Damian Lillard,31,2016,PO,0.5880364228540028,0.26819444992929,0.6344555333471392,5,3,1.4906864061304321
Damian Lillard,31,2017,PO,0.4209950399479753,0.05178299868781597,0.4846133865337641,7,4,0.9573914251695554
Damian Lillard,31,2018,PO,0.446366757876604,0.06896893800861213,0.42634547530697786,9,5,0.941681171192194
Damian Lillard,31,2019,PO,0.5978383561528843,0.36596497196420275,0.6268950285142051,11,6,1.5906983566312922
Damian Lillard,31,2020,PO,0.6004957174957293,0.18496439233344525,0.6021353259046739,13,7,1.3875954357338482
Damian Lillard,31,2021,PO,0.8914134600171739,0.5895959694551636,0.8853599321127867,15,8,2.3663693615851242
Damion Lee,29,2022,PO,0.5127527380630555,0.12420637321635428,0.49598703671435507,5,1,1.1329461479937648
Daniel Gafford,23,2021,PO,0.7497184021140108,0.26035750395599877,0.7893096525122633,2,1,1.799385558582273
Danilo Gallinari,33,2019,PO,0.5565823049323485,0.16255119748881186,0.5951590775148131,5,1,1.3142925799359735
Danilo Gallinari,33,2020,PO,0.5343129267335791,0.14112670647228265,0.4441129763925318,7,2,1.1195526095983936
Danilo Gallinari,33,2021,PO,0.5709773922617688,0.2297885307911559,0.6039753783666308,9,3,1.4047413014195556
Danilo Gallinari,33,2022,PO,0.49082684587785974,0.11307784575976083,0.4254161933381098,11,4,1.0293208849757305
Danny Green,34,2014,PO,0.6638576691370018,0.49389401136955796,0.6920448819941436,1,1,1.8497965625007033
Danny Green,34,2015,PO,0.6849212805482785,0.2909979377554033,0.7376015493063233,3,2,1.713520767610005
Danny Green,34,2016,PO,0.7589077396847731,0.4375757838947806,0.8147421188771852,5,3,2.011225642456739
Danny Green,34,2017,PO,0.5467834702619268,0.17684336636270087,0.558273130513483,7,4,1.2818999671381106
Danny Green,34,2018,PO,0.5012980213781559,0.11991696283138856,0.5311055126610518,9,5,1.1523204968705962
Danny Green,34,2019,PO,0.5835755945662238,0.3275426350153975,0.6274581734645106,11,6,1.538576403046132
Danny Green,34,2020,PO,0.6293326379663392,0.396158112441306,0.6120823392360247,13,7,1.63757308964367
Danny Green,34,2021,PO,0.6409632691631321,0.24521813261088313,0.6427457370456502,15,8,1.5289271388196655
Danny Green,34,2022,PO,0.5968550802842454,0.24366002976073553,0.6000570181516596,17,9,1.4405721281966404
Darius Bazley,21,2020,PO,0.6322971679307214,0.19700712939241877,0.5091276948898381,1,1,1.3384319922129784
De'Andre Hunter,24,2021,PO,0.5771033844338438,0.17053730240550016,0.6093753220070967,2,1,1.3570160088464407
De'Andre Hunter,24,2022,PO,0.5243161284183486,0.13086038601765948,0.5197364926536204,4,2,1.1749130070896285
De'Anthony Melton,23,2021,PO,0.6153856731854622,0.16890170749291325,0.6774921057954821,3,1,1.4617794864738576
De'Anthony Melton,23,2022,PO,0.5099750531153007,0.11875218930978712,0.5246190910297083,5,2,1.1533463334547962
DeMar DeRozan,32,2014,PO,0.5533446352178386,0.1697031218753397,0.4594795163127827,1,1,1.182527273405961
DeMar DeRozan,32,2015,PO,0.5443611447873846,0.1465453380729794,0.4993756273992061,3,2,1.1902821102595702
DeMar DeRozan,32,2016,PO,0.49695246591950193,0.025448196368650394,0.4631741675881109,5,3,0.9855748298762632
DeMar DeRozan,32,2017,PO,0.5398087447888055,0.15748168354166173,0.4792487876745307,7,4,1.176539216004998
DeMar DeRozan,32,2018,PO,0.47033592843717026,0.03381848672131907,0.38824157758523153,9,5,0.8923959927437208
DeMar DeRozan,32,2019,PO,0.5811103080402817,0.19942332757385595,0.5419263184812241,11,6,1.3224599540953617
DeMar DeRozan,32,2022,PO,0.5222924205476885,0.12859927172364383,0.483643971970599,15,7,1.1345356642419313
Deandre Ayton,23,2021,PO,0.618040846837865,0.49329377284839526,0.6334502838470816,3,1,1.744784903533342
Deandre Ayton,23,2022,PO,0.610068486135264,0.29513571878544964,0.5687576947413202,5,2,1.4739618996620338
Dejounte Murray,25,2017,PO,0.663985274158396,0.2470443403814333,0.7171830629425827,1,1,1.628212677482412
Dejounte Murray,25,2018,PO,0.6238760197924588,0.17810842710985866,0.6687710909439109,3,2,1.4707555378462283
Delon Wright,29,2016,PO,0.669634753611194,0.16120210828764647,0.6455712444317427,1,1,1.4764081063305832
Delon Wright,29,2017,PO,0.6371029208536163,0.182074088519129,0.5604563966896006,3,2,1.3796334060623459
Delon Wright,29,2018,PO,0.643415765438828,0.2541804298597713,0.5968504446224079,5,3,1.4944466399210072
Delon Wright,29,2020,PO,0.5408970747391476,0.13623798823519917,0.5511790135124122,9,4,1.2283140764867588
Delon Wright,29,2022,PO,0.7097935865022403,0.25440232474105107,0.7019287894195521,13,5,1.6661247006628435
Desmond Bane,23,2021,PO,0.5962054697433664,0.1670145667371926,0.6244850788403287,1,1,1.3877051153208877
Desmond Bane,23,2022,PO,0.6909416067853581,0.47922437267272716,0.7117160989153848,3,2,1.88188207837347
Devin Booker,25,2021,PO,0.646951852996656,0.6643521107178054,0.6807040777155636,6,1,1.992008041430025
Devin Booker,25,2022,PO,0.5616627451262632,0.1971806186156574,0.5130464195551725,8,2,1.2718897832970932
Devonte' Graham,26,2022,PO,0.5854673380196707,0.14946757029952593,0.5772261642057607,4,1,1.3121610725249573
Dewayne Dedmon,32,2017,PO,0.5204389928929763,0.12960300949970283,0.509635975372571,6,1,1.1596779777652502
Dewayne Dedmon,32,2021,PO,0.39322034454248983,0.09513967852639701,0.3153805962563349,12,2,0.8037406193252217
Dewayne Dedmon,32,2022,PO,0.5042242239037215,0.11739592612235267,0.4824270562854671,14,3,1.1040472063115412
Donovan Mitchell,25,2018,PO,0.5855217012218671,0.2526858134163682,0.5987619460329425,1,1,1.4369694606711778
Donovan Mitchell,25,2019,PO,0.4494758138012517,0.05938952306582383,0.39163373799537615,3,2,0.9004990748624516
Donovan Mitchell,25,2020,PO,0.7374089506569933,0.40395547244491936,0.6561894093977709,5,3,1.7975538324996836
Donovan Mitchell,25,2021,PO,0.7055039542855966,0.43881656687622783,0.6967244590235553,7,4,1.8410449801853797
Donovan Mitchell,25,2022,PO,0.5520472782142875,0.16199495324439656,0.48489360199561965,9,5,1.1989358334543037
Dorian Finney-Smith,28,2020,PO,0.5968550059103124,0.19905219042504418,0.6435539445758955,4,1,1.439461140911252
Dorian Finney-Smith,28,2021,PO,0.6673331746131174,0.3236487599886443,0.7252620446275473,6,2,1.716243979229309
Dorian Finney-Smith,28,2022,PO,0.6362296772675927,0.5008137658296792,0.6768059545574401,8,3,1.813849397654712
Doug McDermott,30,2015,PO,0.6665333064744656,0.13924060760754706,0.49026424023288484,1,1,1.2960381543148976
Doug McDermott,30,2017,PO,0.4978617398331506,0.12314561051787902,0.39719068780331845,4,2,1.018198038154348
Doug McDermott,30,2019,PO,0.5623954368333455,0.13743410807761358,0.5391390505742121,9,3,1.2389685954851712
Doug McDermott,30,2020,PO,0.36467180303268654,0.09004785572616941,0.25211617296838035,11,4,0.7068358317272363
Draymond Green,31,2014,PO,0.7290129930575172,0.36649198556397844,0.7888979978033135,1,1,1.8844029764248091
Draymond Green,31,2015,PO,0.7165307969893338,0.8824034330554473,0.7607842002497479,3,2,2.359718430294529
Draymond Green,31,2016,PO,0.7072765386644806,0.9248288134560003,0.7635537699737313,5,3,2.3956591220942123
Draymond Green,31,2017,PO,0.712198455475552,0.6843493863640202,0.789364783652343,7,4,2.1859126254919152
Draymond Green,31,2018,PO,0.6875468083400234,0.7859913180074902,0.7635926432406869,9,5,2.2371307695882003
Draymond Green,31,2019,PO,0.6770651884451866,0.7814031931766721,0.7240657851742429,11,6,2.182534166796102
Draymond Green,31,2022,PO,0.6373669016355984,0.521813097593097,0.6877320801978816,15,7,1.846912079426577
Duncan Robinson,27,2020,PO,0.5951782551155295,0.336952688777182,0.6434994797240431,2,1,1.5756304236167544
Duncan Robinson,27,2021,PO,0.6183957058190178,0.17821737468256071,0.6340527812509754,4,2,1.430665861752554
Duncan Robinson,27,2022,PO,0.5628893567157929,0.16121038763299528,0.5516119279415552,6,3,1.2757116722903434
Dwight Powell,30,2015,PO,0.6323630019636545,0.13385948508822973,0.4977170367668258,1,1,1.26393952381871
Dwight Powell,30,2016,PO,0.555371235647398,0.14134654734876437,0.5001734911556658,4,2,1.1968912741518283
Dwight Powell,30,2021,PO,0.6658402716945566,0.16762472058621247,0.6564908243993192,10,3,1.4899558166800881
Dwight Powell,30,2022,PO,0.5937724026417763,0.21533321584814877,0.5942787964465748,12,4,1.4033844149364998
Eric Bledsoe,32,2018,PO,0.6332788499469537,0.24890835655891375,0.6912284462122136,5,1,1.5734156527180811
Eric Bledsoe,32,2019,PO,0.6191124138102796,0.32877518109247145,0.6554729806095468,8,2,1.6033605755122977
Eric Bledsoe,32,2020,PO,0.6232480311768074,0.2609064214082857,0.5840216203446882,10,3,1.4681760729297813
Eric Gordon,33,2015,PO,0.46716199595339003,0.09087409328375398,0.5401460381292295,2,1,1.0981821273663734
Eric Gordon,33,2017,PO,0.5964623538841698,0.2574212051085345,0.6070032780055993,5,2,1.4608868369983035
Eric Gordon,33,2018,PO,0.4911661095274548,0.03679143563481514,0.4915886071328377,7,3,1.0195461522951077
Eric Gordon,33,2019,PO,0.5186155207005464,0.11745886392363276,0.5533357085012763,9,4,1.1894100931254554
Eric Gordon,33,2020,PO,0.5208713231003329,0.12187482225474283,0.5231500139575319,11,5,1.1658961593126076
Evan Fournier,29,2019,PO,0.462530419328505,0.0779397839103098,0.48893301119361154,6,1,1.0294032144324263
Evan Fournier,29,2020,PO,0.5506896095541798,0.15333960427994592,0.648059563762078,8,2,1.3520887775962036
Evan Fournier,29,2021,PO,0.510210828577534,0.11938069293073948,0.5153996563528496,10,3,1.144991177861123
Facundo Campazzo,30,2021,PO,0.5789122178682437,0.20386648804290208,0.5887115311855677,1,1,1.3714902370967135
Facundo Campazzo,30,2022,PO,0.19588379282130303,0.11044496197264063,0.1936970591037565,3,2,0.5000258138977002
Fred VanVleet,27,2017,PO,0.7539385618892658,0.16455254164959845,0.6369986253352208,1,1,1.555489728874085
Fred VanVleet,27,2018,PO,0.5652330309166665,0.15387669222559852,0.48248300481361095,3,2,1.201592727955876
Fred VanVleet,27,2019,PO,0.5663541138013849,0.2481743613725176,0.5767184531743653,5,3,1.3912469283482678
Fred VanVleet,27,2020,PO,0.6089079310281862,0.3061760487742442,0.6533810863022464,7,4,1.5684650661046768
Fred VanVleet,27,2022,PO,0.5750803926850978,0.16557952083462207,0.5880206444240942,10,5,1.3286805579438141
Furkan Korkmaz,24,2018,PO,0.874627447054058,0.13581113163417363,0.9999999999999999,1,1,2.0104385786882317
Furkan Korkmaz,24,2019,PO,0.4978406434260718,0.12721301034302063,0.531485709946855,3,2,1.1565393637159476
Furkan Korkmaz,24,2020,PO,0.662610108215939,0.15906327761441771,0.6450322907790551,5,3,1.4667056766094118
Furkan Korkmaz,24,2021,PO,0.5836875213094581,0.18803151690929304,0.5327540217604771,7,4,1.3044730599792282
Furkan Korkmaz,24,2022,PO,0.5482706315109401,0.13898699821399774,0.5154126278828639,9,5,1.2026702576078017
Gabe Vincent,25,2020,PO,0.8165844179673558,0.13226038144008684,0.6664737003963995,1,1,1.6153184998038421
Gabe Vincent,25,2021,PO,0.5318616464343185,0.13266867048218484,0.41742960748929975,3,2,1.0819599244058031
Gabe Vincent,25,2022,PO,0.6216147486842343,0.3320139322311666,0.6110743517126334,5,3,1.5647030326280342
Garrett Temple,35,2014,PO,0.41237215629774737,0.12673254192935612,0.2691552701022109,1,1,0.8082599683293143
Garrett Temple,35,2015,PO,0.38176475425820244,0.11357866999565484,0.3295841823488165,3,2,0.8249276066026738
Garrett Temple,35,2019,PO,0.5680127578754782,0.14538739709246007,0.5762812500305258,8,3,1.289681404998464
Garrett Temple,35,2020,PO,0.5397406187151965,0.1415824516690939,0.5943551083366364,11,4,1.2756781787209268
Garrett Temple,35,2022,PO,0.3503230024307894,0.13046274169406383,0.24152485094739895,14,5,0.7223105950722521
Garrison Mathews,25,2021,PO,0.5874856371947582,0.13742705545376152,0.5586950705339764,2,1,1.2836077631824963
Gary Harris,27,2019,PO,0.5844273369457544,0.27995399920011815,0.5554997424483147,5,1,1.4198810785941873
Gary Harris,27,2020,PO,0.5508815476350748,0.1789474670061881,0.5874925270041739,7,2,1.3173215416454367
Gary Payton II,29,2022,PO,0.7338530262684935,0.3396628305983127,0.7769151177181641,7,1,1.8504309745849703
Gary Trent Jr.,23,2020,PO,0.5379154651495993,0.14145694045956744,0.5219088250241762,2,1,1.201281230633343
Gary Trent Jr.,23,2022,PO,0.5452366586104997,0.15122436357426955,0.5053058952764427,6,2,1.201766917461212
George Hill,35,2014,PO,0.5995739407703695,0.37677519070112764,0.5981428595613438,1,1,1.574491991032841
George Hill,35,2016,PO,0.6926804208620969,0.32319191393522106,0.6941052488176774,4,2,1.7099775836149953
George Hill,35,2017,PO,0.5621351979053939,0.18108516566750027,0.6321677720850183,6,3,1.3753881356579125
George Hill,35,2018,PO,0.5837261935588562,0.28952357957471436,0.61680970204099,8,4,1.4900594751745606
George Hill,35,2019,PO,0.6500005801841185,0.3684494675730605,0.691838199807297,11,5,1.7102882475644763
George Hill,35,2020,PO,0.5575999527161796,0.1739614644887986,0.4996136720455511,14,6,1.2311750892505293
George Hill,35,2021,PO,0.6364002912383233,0.2439126325015591,0.6009446047800754,16,7,1.4812575285199578
George Hill,35,2022,PO,0.583531798084307,0.15363764673703964,0.57519208972169,19,8,1.3123615345430366
Georges Niang,28,2019,PO,0.6592035579034097,0.16864740973522813,0.5671431299366192,3,1,1.394994097575257
Georges Niang,28,2020,PO,0.5968150588627915,0.17162127911956562,0.48508985883169975,5,2,1.253526196814057
Georges Niang,28,2021,PO,0.4700422090637517,0.09629260942136639,0.4228799050029739,7,3,0.989214723488092
Georges Niang,28,2022,PO,0.5548177719398228,0.16049585320356016,0.5069058848797771,9,4,1.22221951002316
Giannis Antetokounmpo,27,2015,PO,0.5308664088200667,0.1370931184771049,0.5172782863642917,2,1,1.1852378136614634
Giannis Antetokounmpo,27,2017,PO,0.6734135612776269,0.305400275776625,0.6533063268106293,5,2,1.6321201638648812
Giannis Antetokounmpo,27,2018,PO,0.6386235798959288,0.28901626006717407,0.687609340772619,7,3,1.6152491807357219
Giannis Antetokounmpo,27,2019,PO,0.6732863116844059,0.5104295768130673,0.7336373344896019,9,4,1.9173532229870751
Giannis Antetokounmpo,27,2020,PO,0.6390943352816102,0.2890515171038657,0.5722850691588794,11,5,1.5004309215443552
Giannis Antetokounmpo,27,2021,PO,0.6660368870184966,0.6857905249701839,0.6975144743207374,13,6,2.049341886309418
Giannis Antetokounmpo,27,2022,PO,0.7126692713122824,0.5492392672694529,0.7087323979002844,15,7,1.9706409364820197
Gordon Hayward,31,2017,PO,0.6018441746131349,0.28818650815811675,0.6602177962065101,4,1,1.5502484789777617
Gordon Hayward,31,2019,PO,0.5372757803716859,0.14694489807484182,0.5167017960588637,7,2,1.2009224745053912
Gordon Hayward,31,2020,PO,0.5328702997719782,0.13766971255353844,0.5391530826814567,9,3,1.2096930950069733
Grant Williams,23,2020,PO,0.5978890972897686,0.19236822783070728,0.5777168259262877,1,1,1.3679741510467636
Grant Williams,23,2021,PO,0.6971854228103513,0.17994815044856982,0.6293543959412682,3,2,1.5064879692001893
Grant Williams,23,2022,PO,0.5711500122642363,0.2772307081770898,0.5951258038475495,5,3,1.4435065242888756
Grayson Allen,26,2019,PO,0.3320511937881251,0.11876496372687854,0.22427506284107568,1,1,0.6750912203560793
Grayson Allen,26,2021,PO,0.4810565020989045,0.10655734923650517,0.5358759865432088,4,2,1.1234898378786184
Grayson Allen,26,2022,PO,0.5497436336348538,0.16821775063682953,0.5221832877518192,6,3,1.2401446720235025
Hamidou Diallo,23,2020,PO,0.4147468977214247,0.11862887360478742,0.2922913379727791,2,1,0.8256671092989913
