Player,Age,season,season_type,raptor_total,war_total,predator_total,years_league,years_playoff,performance_score
Jimmy Butler,32,2021,RS,0.7504550069380814,0.41839046543953984,0.705860238087366,16,7,1.8747057104649871
Jimmy Butler,32,2022,RS,0.6476548528597411,0.33305922343603256,0.5936936409371438,18,8,1.5744077172329174
Joel Embiid,27,2018,RS,0.6434057863052758,0.3290482442381152,0.5930054886193286,3,1,1.5654595191627196
Joel Embiid,27,2019,RS,0.7171036409238432,0.45953837617491844,0.6672808776929664,5,2,1.843922894791728
Joel Embiid,27,2020,RS,0.663392484420539,0.29277233100433486,0.6692775297341604,7,3,1.6254423451590343
Joel Embiid,27,2021,RS,0.7789918360205544,0.4179012320896016,0.7297678840901354,9,4,1.9266609522002913
Joel Embiid,27,2022,RS,0.7760250277361745,0.5688194205634852,0.755364629154955,11,5,2.1002090774546147
John Collins,24,2021,RS,0.597921052255283,0.267042153465732,0.5250390195644419,5,1,1.390002225285457
John Collins,24,2022,RS,0.5610091667412562,0.20902679335745122,0.5248581619615682,7,2,1.2948941220602757
John Konchar,25,2021,RS,0.5890809415748812,0.12773626699740998,0.5219670270463924,3,1,1.2387842356186836
John Konchar,25,2022,RS,0.5511681962925702,0.17006582274561655,0.4980850202479173,5,2,1.219319039286104
Jonas Valanciunas,29,2014,RS,0.5028870612213113,0.1797600707496881,0.43511527887114565,2,1,1.1177624108421451
Jonas Valanciunas,29,2015,RS,0.5498499246640708,0.23098389803412891,0.4650741427063271,4,2,1.2459079654045269
Jonas Valanciunas,29,2016,RS,0.5740401030606382,0.2120469834727557,0.5400329738062822,6,3,1.3261200603396763
Jonas Valanciunas,29,2017,RS,0.4992227025330511,0.16431999948313936,0.4489188840962869,8,4,1.1124615861124774
Jonas Valanciunas,29,2018,RS,0.5762297529065272,0.2304311427402113,0.5343465336715744,10,5,1.3410074293183127
Jonas Valanciunas,29,2021,RS,0.6072239892676101,0.26724494360214135,0.5657292659455925,15,6,1.4401981988153438
Jonas Valanciunas,29,2022,RS,0.5664309477995622,0.26483410840614285,0.521163966005429,17,7,1.3524290222111341
Jonathan Kuminga,19,2022,RS,0.3738937974190252,0.03328706596104743,0.3139660739612513,2,1,0.721146937341324
Jordan Clarkson,29,2018,RS,0.5356107164885467,0.11270847365927227,0.4410873655678465,5,1,1.0894065557156656
Jordan Clarkson,29,2020,RS,0.5524803279124954,0.12185007771912068,0.4820721016261761,9,2,1.1564025072577921
Jordan Clarkson,29,2021,RS,0.5980101911474162,0.2643096479339608,0.5725661233454441,12,3,1.4348859624268209
Jordan Clarkson,29,2022,RS,0.5856783446480522,0.2811673237482508,0.5366032880398353,14,4,1.4034489564361383
Jordan Nwora,23,2021,RS,0.5172391249188194,0.0855097087907194,0.4770658004329929,2,1,1.0798146341425316
Jordan Nwora,23,2022,RS,0.3335109039156583,0.003870384244137187,0.2328707953157775,4,2,0.570252083475573
Jordan Poole,22,2022,RS,0.5425552630283222,0.23687836979895588,0.5027786655523002,4,1,1.2822122983795783
Josh Green,21,2021,RS,0.37998969615231193,0.057628841560010566,0.2496009746708855,2,1,0.687219512383208
Josh Green,21,2022,RS,0.5137332850182086,0.12728971622074803,0.3960934070168809,4,2,1.0371164082558375
Jrue Holiday,31,2015,RS,0.6022906584425021,0.21253649005394756,0.5872469719750395,3,1,1.402074120471489
Jrue Holiday,31,2018,RS,0.6561172869843435,0.49066457414213327,0.6277284932359453,7,2,1.7745103543624219
Jrue Holiday,31,2021,RS,0.6519472770967354,0.3374361537334837,0.6330712218610688,11,3,1.622454652691288
Jrue Holiday,31,2022,RS,0.6948572135298436,0.4370227027166862,0.6373052737709699,13,4,1.7691851900174997
Karl-Anthony Towns,26,2018,RS,0.6524115511487277,0.4759209677460411,0.6328552533216274,4,1,1.7611877722163962
Karl-Anthony Towns,26,2022,RS,0.5804472302451824,0.31051914248348716,0.5341286274177277,9,2,1.4250950001463973
Kevin Durant,33,2014,RS,0.7454756834592462,0.6991815645385108,0.7011320798079345,2,1,2.145789327805691
Kevin Durant,33,2016,RS,0.7169646600295854,0.5410930199380126,0.6632297743963942,5,2,1.9212874543639922
Kevin Durant,33,2017,RS,0.7380600182139272,0.473044680405049,0.7153709408668791,7,3,1.9264756394858553
Kevin Durant,33,2018,RS,0.6510885927819314,0.3984264971121003,0.6161533556130488,9,4,1.6656684455070807
Kevin Durant,33,2019,RS,0.6705261853151875,0.4832429967296953,0.629469802877448,11,5,1.7832389849223307
Kevin Durant,33,2021,RS,0.696598546635118,0.2664347788192,0.6320789470731156,13,6,1.5951122725274336
Kevin Durant,33,2022,RS,0.6985483680309907,0.42017276515007784,0.6341755857904277,15,7,1.7528967189714963
Kevin Huerter,23,2021,RS,0.5038442955188425,0.173951585989938,0.44446437991836646,4,1,1.1222602614271469
Kevin Huerter,23,2022,RS,0.5010174797184764,0.17348545208385707,0.45295819460966286,6,2,1.1274611264119963
Kevon Looney,25,2018,RS,0.6261925637780574,0.18164342928334667,0.5518365259807478,4,1,1.359672519042152
Kevon Looney,25,2019,RS,0.6159672276161104,0.2427937437514294,0.5452572125235751,6,2,1.404018183891115
Kevon Looney,25,2022,RS,0.5639773598629856,0.21753642807136084,0.5090169504463526,10,3,1.2905307383806992
Khris Middleton,30,2015,RS,0.6701447145641573,0.43051474220771246,0.6281971755597676,3,1,1.7288566323316372
Khris Middleton,30,2017,RS,0.5594708558011631,0.1437842482575938,0.513609404330475,6,2,1.2168645083892318
Khris Middleton,30,2018,RS,0.5598326315171853,0.3199375709425003,0.5276410574815135,8,3,1.407411259941199
Khris Middleton,30,2019,RS,0.6103731247407361,0.34537405268478494,0.5539866509798098,10,4,1.5097338284053308
Khris Middleton,30,2020,RS,0.6639263937800559,0.34425899549960093,0.5962873699353934,12,5,1.6044727592150503
Khris Middleton,30,2021,RS,0.5661660023509636,0.2694619210297946,0.5269928555232759,14,6,1.362620778904034
Khris Middleton,30,2022,RS,0.5600908367403551,0.2515738462931366,0.5050853197466079,16,7,1.3167500027800996
Kyle Anderson,28,2016,RS,0.4754569392181947,0.10889059648422297,0.3978465524373212,3,1,0.9821940881397389
Kyle Anderson,28,2017,RS,0.5495944308535958,0.14795154340269917,0.45841580893501926,5,2,1.1559617831913143
Kyle Anderson,28,2018,RS,0.6052169676578659,0.28942124379725753,0.5473516340547007,7,3,1.4419898455098241
Kyle Anderson,28,2021,RS,0.6057875564597724,0.2810737436709586,0.5414211963857531,11,4,1.4282824965164842
Kyle Anderson,28,2022,RS,0.49406432521450816,0.13376044235570722,0.4445281759846216,13,5,1.072352943554837
Kyle Lowry,35,2014,RS,0.6999675278604017,0.5594476023247201,0.683354259573105,2,1,1.942769389758227
Kyle Lowry,35,2015,RS,0.641888235316359,0.3945668171952079,0.6255813633559157,4,2,1.6620364158674825
Kyle Lowry,35,2016,RS,0.7028520122225111,0.558811630701593,0.7138602335661592,6,3,1.9755238764902634
Kyle Lowry,35,2017,RS,0.7102797399074467,0.46442099478553045,0.6984521817098857,8,4,1.8731529164028629
Kyle Lowry,35,2018,RS,0.6949340803451891,0.49151455673709066,0.6844853953790196,10,5,1.8709340324612995
Kyle Lowry,35,2019,RS,0.6843413787692562,0.42765876550547244,0.663663480601564,12,6,1.7756636248762927
Kyle Lowry,35,2020,RS,0.6446254312130079,0.35737457158433095,0.6203978212294403,14,7,1.6223978240267791
Kyle Lowry,35,2022,RS,0.6105375934073749,0.3164507125349202,0.5849875831230646,17,8,1.5119758890653596
Kyrie Irving,29,2015,RS,0.6655336008528276,0.4770737078044166,0.6489170688412976,3,1,1.7915243774985417
Kyrie Irving,29,2016,RS,0.5285625056552437,0.1762770650329477,0.5048545455095554,5,2,1.2096941161977468
Kyrie Irving,29,2017,RS,0.5878761400823805,0.3238562701177752,0.569196129797336,7,3,1.4809285399974916
Kyrie Irving,29,2019,RS,0.7300032745386045,0.4905979156574899,0.7285450221537679,10,4,1.9491462123498622
Kyrie Irving,29,2021,RS,0.6109683529013439,0.2874180988883996,0.6237662585264201,13,5,1.5221527103161636
Kyrie Irving,29,2022,RS,0.6478138495035757,0.22004840139533,0.6431204920072391,15,6,1.5109827429061449
Landry Shamet,24,2019,RS,0.5179735917962052,0.10975901929875576,0.4392624139795054,2,1,1.0669950250744664
Landry Shamet,24,2020,RS,0.44786729128798985,0.09107880544532167,0.389053104266159,5,2,0.9279992009994705
Landry Shamet,24,2021,RS,0.4802708114599284,0.11807670463326353,0.4144805269827619,7,3,1.0128280430759538
Landry Shamet,24,2022,RS,0.4988417924487587,0.1358193688147458,0.40380801062880584,9,4,1.0384691718923102
Luka Doncic,22,2020,RS,0.7305950054524277,0.46030432194408943,0.694488287832442,3,1,1.885387615228959
Luka Doncic,22,2021,RS,0.6840495826149515,0.4351831956515503,0.6497416508482579,5,2,1.7689744291147596
Luka Doncic,22,2022,RS,0.7009473657268354,0.4663493276853111,0.675364508394643,7,3,1.8426612018067896
Malik Beasley,25,2019,RS,0.4962436023038589,0.15320754344352316,0.4304134438109475,4,1,1.0798645895583294
Malik Beasley,25,2022,RS,0.4683681949426347,0.1237991115124222,0.3848159199639229,9,2,0.9769832264189797
Marcus Smart,27,2015,RS,0.581827904014353,0.2454868002536094,0.5581237030697633,2,1,1.3854384073377257
Marcus Smart,27,2016,RS,0.5614238404495868,0.21213970897546214,0.5228816285120613,4,2,1.2964451779371102
Marcus Smart,27,2017,RS,0.5429395119019427,0.24624467507697353,0.49899290856324974,6,3,1.2881770955421659
Marcus Smart,27,2018,RS,0.5380319707178188,0.18349800411134407,0.4636125984384713,8,4,1.1851425732676342
Marcus Smart,27,2019,RS,0.5930859791736952,0.29906395442384237,0.5838444921967653,10,5,1.475994425794303
Marcus Smart,27,2020,RS,0.6017927069033389,0.2802109964468274,0.5888717177914244,12,6,1.4708754211415906
Marcus Smart,27,2021,RS,0.5533566785136336,0.19642901436026317,0.538851167710592,14,7,1.288636860584489
Marcus Smart,27,2022,RS,0.6192909592899433,0.3487494919842057,0.5951685965285952,16,8,1.563209047802744
Matisse Thybulle,24,2020,RS,0.5825958613177169,0.19546265683413802,0.5547540799055027,2,1,1.3328125980573575
Matisse Thybulle,24,2021,RS,0.6172044192722732,0.22362202564154837,0.5838622185872657,4,2,1.4246886635010874
Matisse Thybulle,24,2022,RS,0.5778930819396889,0.22884153148328562,0.564368605296858,6,3,1.3711032187198324
Max Strus,25,2021,RS,0.5085996567716908,0.0958349462215661,0.4380228380326011,3,1,1.042457441025858
Max Strus,25,2022,RS,0.565330136832468,0.2071480420526266,0.5088298386245595,5,2,1.2813080175096543
Maxi Kleber,30,2020,RS,0.5034105226137122,0.16160870009320877,0.43111555668306956,4,1,1.0961347793899905
Maxi Kleber,30,2021,RS,0.5249201626111033,0.15258055003188795,0.4462713501467215,6,2,1.1237720627897128
Maxi Kleber,30,2022,RS,0.5138781287384837,0.14942474280187426,0.4605361195783823,8,3,1.1238389911187403
Mikal Bridges,25,2021,RS,0.6131616366603931,0.3415114221939626,0.560406076423704,4,1,1.5150791352780597
Mikal Bridges,25,2022,RS,0.6002477493374228,0.37770380301377793,0.565103813964146,6,2,1.5430553663153468
Mike Conley,34,2014,RS,0.6382548533413289,0.38856132167836166,0.6121802127101807,2,1,1.6389963877298712
Mike Conley,34,2015,RS,0.608654048183159,0.32081984745975944,0.5673296563375732,4,2,1.4968035519804916
Mike Conley,34,2017,RS,0.6905382155351522,0.4422202095366101,0.6768423692712698,7,3,1.809600794343032
Mike Conley,34,2020,RS,0.4890990810707155,0.12410021415386518,0.4549755977199141,11,4,1.0681748929444947
Mike Conley,34,2021,RS,0.7661232994626095,0.38478193081584044,0.7438853706573221,13,5,1.894790600935772
Mike Conley,34,2022,RS,0.645924787428079,0.34823134780917553,0.6000282753838037,15,6,1.5941844106210583
Monte Morris,26,2019,RS,0.6042153345844439,0.2837065068075782,0.5201194103211155,3,1,1.4080412517131375
Monte Morris,26,2020,RS,0.46757569383905434,0.1131601270442972,0.39085083516122404,5,2,0.9715866560445756
Monte Morris,26,2021,RS,0.5282601165575994,0.1454469524274924,0.43161985582056744,7,3,1.1053269248056592
Monte Morris,26,2022,RS,0.5064755676247538,0.1815420627330399,0.4225177720151862,9,4,1.1105354023729799
Naz Reid,22,2022,RS,0.4470417817015885,0.08712013789361543,0.371498002566224,4,1,0.9056599221614279
Nemanja Bjelica,33,2018,RS,0.5488834464996302,0.17512066413017566,0.49546502670434295,4,1,1.2194691373341489
Nemanja Bjelica,33,2021,RS,0.4878470914400754,0.07563465175652366,0.48377636490985737,8,2,1.0472581081064565
Nemanja Bjelica,33,2022,RS,0.546067337511533,0.155545380601461,0.513492949986694,11,3,1.2151056680996881
Nikola Jokic,26,2019,RS,0.7559062307880526,0.5820171756438626,0.7571047112916243,5,1,2.0950281177235395
Nikola Jokic,26,2020,RS,0.682233948713159,0.43843045579096174,0.712110250415706,7,2,1.8327746549198267
Nikola Jokic,26,2021,RS,0.8262309594526465,0.6891764098642796,0.8251091763296039,9,3,2.34051654564653
Nikola Jokic,26,2022,RS,1.0,0.9620305611211072,0.9879437785449398,11,4,2.949974339666047
Nikola Vucevic,31,2019,RS,0.6842336993328785,0.47133364505827857,0.6369626319601444,7,1,1.7925299763513012
Nikola Vucevic,31,2020,RS,0.5953961226842165,0.2800534573337381,0.5812326067718167,9,2,1.4566821867897712
Nikola Vucevic,31,2022,RS,0.49452859927853143,0.1747914951296703,0.49536694282077687,13,3,1.1646870372289786
OG Anunoby,24,2018,RS,0.5350748850347924,0.17058145753230886,0.4682312507571325,2,1,1.1738875933242336
OG Anunoby,24,2020,RS,0.544827128364454,0.22304659637305682,0.4969365543663258,5,2,1.2648102791038367
OG Anunoby,24,2022,RS,0.5001954736392155,0.1505889237064048,0.492211046304465,8,3,1.142995443650085
Otto Porter Jr.,28,2014,RS,0.33335915749019185,0.05189841085270347,0.19539748279296712,2,1,0.5806550511358625
Otto Porter Jr.,28,2015,RS,0.4462959067334145,0.08927199123622374,0.3521476031735353,4,2,0.8877155011431734
Otto Porter Jr.,28,2017,RS,0.5996610330273467,0.35160005178034226,0.5707351731117444,7,3,1.5219962579194335
Otto Porter Jr.,28,2018,RS,0.6617540902965325,0.4230594170594929,0.6188418945626658,9,4,1.7036554019186911
Otto Porter Jr.,28,2022,RS,0.5951157758864493,0.21556609822650283,0.5522073342963533,16,5,1.3628892084093054
P.J. Tucker,36,2020,RS,0.5062508738042857,0.19366632670268893,0.45204391536647626,2,1,1.1519611158734508
P.J. Tucker,36,2021,RS,0.3050762605862518,0.0,0.18352040540950426,4,2,0.4885966659957561
P.J. Tucker,36,2022,RS,0.5616376593147265,0.23571631524123646,0.4915669608442499,7,3,1.288920935400213
Pascal Siakam,27,2017,RS,0.38636795669638113,0.0499628227935736,0.32096453401029024,2,1,0.7572953135002449
Pascal Siakam,27,2018,RS,0.5499264259310158,0.19850259244426113,0.4873174371116152,4,2,1.2357464554868922
Pascal Siakam,27,2019,RS,0.6078431594504947,0.3567409636419989,0.5486807447322963,6,3,1.51326486782479
Pascal Siakam,27,2020,RS,0.556966860099527,0.2423736082799563,0.517746918569755,8,4,1.3170873869492383
Pascal Siakam,27,2022,RS,0.5765786844405091,0.30942945010896805,0.5696603854883936,11,5,1.4556685200378707
Pat Connaughton,29,2016,RS,0.23671847456543593,0.05301970762265051,0.043085086402132655,2,1,0.3328232685902191
Pat Connaughton,29,2017,RS,0.4030372958693967,0.06553150829715045,0.2928352551394009,4,2,0.761404059305948
Pat Connaughton,29,2018,RS,0.49882963628758326,0.13756719472029288,0.3771055941696704,6,3,1.0135024251775464
Pat Connaughton,29,2019,RS,0.5150410800071054,0.13967579323002793,0.43806383330432336,8,4,1.0927807065414568
Pat Connaughton,29,2020,RS,0.49175811654804863,0.1212642816762782,0.39989432593277413,10,5,1.0129167241571009
Pat Connaughton,29,2021,RS,0.5541073490737616,0.19516044848696412,0.49986509079326613,12,6,1.2491328883539918
Pat Connaughton,29,2022,RS,0.5323202857883169,0.18163190560739295,0.47297007134940733,14,7,1.1869222627451173
Patrick Beverley,33,2014,RS,0.6489494101196909,0.3090695979877366,0.6387239516526781,2,1,1.5967429597601055
Patrick Beverley,33,2016,RS,0.6236164920440401,0.3196472512415739,0.6119634890418203,5,2,1.5552272323274343
Patrick Beverley,33,2017,RS,0.6369029090032671,0.3394837824065653,0.6461202476567788,7,3,1.6225069390666111
Patrick Beverley,33,2019,RS,0.5899329735872656,0.28663680808201675,0.5300387422557569,10,4,1.4066085239250392
Patrick Beverley,33,2020,RS,0.6610142075901235,0.2641140759828713,0.6271024036758147,12,5,1.5522306872488096
Patrick Beverley,33,2021,RS,0.5036576077082073,0.11016237963412898,0.48938934475910967,14,6,1.103209332101446
Patrick Beverley,33,2022,RS,0.6419527080030092,0.26735931241127714,0.6056551615899166,16,7,1.514967182004203
Patty Mills,33,2014,RS,0.6711024725903674,0.3007058093525874,0.6362842680021978,2,1,1.6080925499451526
Patty Mills,33,2015,RS,0.5785334604027599,0.14553135250206706,0.5053215820430551,4,2,1.229386394947882
Patty Mills,33,2016,RS,0.5709819379958777,0.21973015441790192,0.5244772943697208,6,3,1.3151893867835005
Patty Mills,33,2017,RS,0.5514516017279965,0.2083454850381825,0.5114447950693054,8,4,1.2712418818354845
Patty Mills,33,2018,RS,0.49535925662583435,0.1622429295651234,0.44288103159317666,10,5,1.1004832177841344
Patty Mills,33,2019,RS,0.5263075796479869,0.19044177474706264,0.4547896963965756,12,6,1.1715390507916252
Patty Mills,33,2022,RS,0.4606974618208115,0.12270683821815963,0.4171996900570442,16,7,1.0006039900960153
Payton Pritchard,24,2021,RS,0.4785627014792252,0.11172548135311453,0.3949567763653228,2,1,0.9852449591976625
Payton Pritchard,24,2022,RS,0.5502366987845018,0.14638217488554955,0.4391800563416599,4,2,1.1357989300117113
Reggie Bullock,30,2014,RS,0.4295925663865415,0.07097011881067086,0.33914727438955594,2,1,0.8397099595867683
Reggie Bullock,30,2016,RS,0.5168373845398067,0.09385420453611487,0.411544731178615,6,2,1.0222363202545366
Reggie Bullock,30,2021,RS,0.49520039048390363,0.154795822019586,0.43568239220742944,13,3,1.085678604710919
Reggie Bullock,30,2022,RS,0.5038655626775518,0.16270399533505842,0.43917962108853076,15,4,1.105749179101141
Royce O'Neale,28,2018,RS,0.5861545353917927,0.18388884239392228,0.46883990842126466,2,1,1.2388832862069796
Royce O'Neale,28,2019,RS,0.5138924041921384,0.16168808974824211,0.4260626444489407,4,2,1.1016431383893213
Royce O'Neale,28,2020,RS,0.5820437507953811,0.26728707197956236,0.5259330342531939,6,3,1.3752638570281372
Royce O'Neale,28,2021,RS,0.5678214879061124,0.2664308166368784,0.5490866603388267,8,4,1.3833389648818175
Royce O'Neale,28,2022,RS,0.5624268106236063,0.27421824623478674,0.518116009466959,10,5,1.3547610663253522
Rudy Gobert,29,2017,RS,0.733133725079435,0.5858251695930422,0.7077604278238867,5,1,2.0267193224963638
Rudy Gobert,29,2018,RS,0.620522881027108,0.2893963191904362,0.5968742104523848,7,2,1.5067934106699288
Rudy Gobert,29,2019,RS,0.7076448243119626,0.5185609588293713,0.6931390135561323,9,3,1.919344796697466
Rudy Gobert,29,2020,RS,0.7163750441353125,0.4869646817279569,0.6732416642167004,11,4,1.87658139007997
Rudy Gobert,29,2021,RS,0.7852633099525836,0.555754827284486,0.7464081213156175,13,5,2.0874262585526875
Rudy Gobert,29,2022,RS,0.7491302870757857,0.4923842497643276,0.6757669134014311,15,6,1.9172814502415445
Scottie Barnes,20,2022,RS,0.5379447107814999,0.25189563530146597,0.5338234819270299,2,1,1.3236638280099957
Shake Milton,25,2020,RS,0.4155973255789834,0.06556710816966914,0.3529214963630517,3,1,0.8340859301117043
Shake Milton,25,2021,RS,0.5046408628067988,0.14194886003815982,0.4119184935293803,5,2,1.058508216374339
Shake Milton,25,2022,RS,0.43852794191361355,0.08016580429592207,0.351033523241359,7,3,0.8697272694508946
Stephen Curry,33,2014,RS,0.7775308958235116,0.7024376749076663,0.7712233854536494,2,1,2.2511919561848273
Stephen Curry,33,2015,RS,0.8974933871039998,0.8527335314870891,0.9061650607174044,4,2,2.6563919793084936
Stephen Curry,33,2016,RS,0.9671729347604665,0.9999999999999999,1.0,6,3,2.9671729347604665
Stephen Curry,33,2017,RS,0.7900741543648402,0.6838112538624824,0.8108581921845945,8,4,2.2847436004119173
Stephen Curry,33,2018,RS,0.7599001711365654,0.4145592463178721,0.7630370415184824,10,5,1.9374964589729198
Stephen Curry,33,2019,RS,0.7804535401196306,0.5911606977067874,0.7893474382136968,12,6,2.160961676040115
Stephen Curry,33,2022,RS,0.7130415609944003,0.46864037622244903,0.706125255417182,16,7,1.8878071926340312
Steven Adams,28,2014,RS,0.4818784797154396,0.11230143077977914,0.44435502348208067,2,1,1.0385349339772993
Steven Adams,28,2016,RS,0.7085684571233108,0.41951100346176784,0.6405047885121934,5,2,1.7685842490972719
Steven Adams,28,2017,RS,0.5080133502381027,0.19315410338237476,0.4672646389601016,7,3,1.1684320925805791
Steven Adams,28,2018,RS,0.5988565082427876,0.33613496678882726,0.559120023547974,9,4,1.494111498579589
Steven Adams,28,2019,RS,0.5772534195036362,0.32235463838193634,0.5534717788066551,11,5,1.4530798366922277
Steven Adams,28,2020,RS,0.5896027450689711,0.23980196913040644,0.517836466513056,13,6,1.3472411807124336
Steven Adams,28,2022,RS,0.588972588464499,0.27168802708293227,0.5624766430211366,16,7,1.423137258568568
Taurean Prince,27,2017,RS,0.45511779971633987,0.08863245508394144,0.3437328417694513,2,1,0.8874830965697326
Taurean Prince,27,2022,RS,0.4858646844075217,0.11484490405710648,0.40241294174883835,9,2,1.0031225302134665
Tobias Harris,29,2016,RS,0.5403955448003067,0.13391088960722325,0.5003825586003637,4,1,1.1746889930078939
Tobias Harris,29,2019,RS,0.5317586689385871,0.19468705416823964,0.45196574801431805,10,2,1.1784114711211449
Tobias Harris,29,2020,RS,0.5217388842613873,0.21566350779397445,0.49303112205297317,13,3,1.230433514108335
Tobias Harris,29,2021,RS,0.5720644833254775,0.2513659180700506,0.5027616152475883,15,4,1.3261920166431165
Tobias Harris,29,2022,RS,0.4912759490516271,0.1736879333920192,0.42356753733485997,17,5,1.0885314197785063
Trae Young,23,2021,RS,0.5859388448727824,0.2850954650066291,0.49353834196068885,4,1,1.3645726518401002
Trae Young,23,2022,RS,0.6581603238353971,0.45901982897985383,0.5867070726074151,6,2,1.703887225422666
Troy Brown Jr.,22,2022,RS,0.46147603751746746,0.09390018422039155,0.3712667077357633,6,1,0.9266429294736224
Tyler Herro,22,2020,RS,0.4547444434375768,0.09826269281103012,0.39798111329782476,2,1,0.9509882495464317
Tyler Herro,22,2021,RS,0.4871486084743553,0.13309786606812518,0.4087588317820857,4,2,1.0290053063245663
Tyler Herro,22,2022,RS,0.559014488940678,0.24845326896776476,0.4991554939104576,6,3,1.3066232518189003
Tyrese Maxey,21,2021,RS,0.417547861902417,0.06606808173174418,0.32415249480976505,2,1,0.8077684384439262
Tyrese Maxey,21,2022,RS,0.504789928420616,0.19951059482925637,0.4498535485606915,4,2,1.1541540718105638
Tyus Jones,25,2018,RS,0.5888842507072755,0.2164721103501808,0.5276931526703993,4,1,1.3330495137278555
Tyus Jones,25,2021,RS,0.4988117761283607,0.12512391101056633,0.4247674707909572,8,2,1.0487031579298842
Tyus Jones,25,2022,RS,0.55517150168241,0.1927200921914876,0.4692179736384453,10,3,1.2171095675123431
Wesley Matthews,35,2014,RS,0.600282392013324,0.3713115828698963,0.5565051431966812,2,1,1.5280991180799015
Wesley Matthews,35,2016,RS,0.5703283697721138,0.30502916417372916,0.5070622158938853,5,2,1.3824197498397282
Wesley Matthews,35,2019,RS,0.4852693785085497,0.11936862485487512,0.42384863348632124,9,3,1.028486636849746
Wesley Matthews,35,2020,RS,0.5515697382984944,0.19843101254660997,0.4522120407329116,13,4,1.202212791578016
Wesley Matthews,35,2021,RS,0.5068319327239773,0.1270625188277687,0.4504380256265845,15,5,1.0843324771783305
Wesley Matthews,35,2022,RS,0.5448454794371949,0.1439066682894044,0.42782595752319363,17,6,1.116578105249793
Will Barton,31,2014,RS,0.4932334656804046,0.08599219305963869,0.36605257382372297,2,1,0.9452782325637663
Will Barton,31,2019,RS,0.39082991913269105,0.04557392397586928,0.3286687037008909,9,2,0.7650725468094512
Will Barton,31,2021,RS,0.4478737298422941,0.09520736064428344,0.37575626267099504,12,3,0.9188373531575726
Will Barton,31,2022,RS,0.46326993201742966,0.12481151120366514,0.394982456361514,14,4,0.9830638995826089
Zach LaVine,26,2022,RS,0.5188472552559984,0.20568924709818012,0.4434245338700982,9,1,1.1679610362242767
Ziaire Williams,20,2022,RS,0.44895128474475265,0.09055625152889502,0.4099205324166437,2,1,0.9494280686902914
