Player,Age,season,season_type,raptor_total,war_total,predator_total,years_league,years_playoff,performance_score
Clint Capela,27,2019,RS,0.6164293709586655,0.333107810923405,0.5827477998904392,10,5,1.5322849817725097
Clint Capela,27,2021,RS,0.724334914082949,0.41630405567459194,0.6511700026619403,13,6,1.7918089724194812
Clint Capela,27,2022,RS,0.6032568357141798,0.2934302517328524,0.5443830634170537,15,7,1.441070150864086
Coby White,21,2022,RS,0.4501516836749612,0.09655556716575048,0.38726212172702335,4,1,0.933969372567735
D'Angelo Russell,25,2019,RS,0.5842465925809306,0.31260419669986184,0.5383405657072746,5,1,1.435191354988067
D'Angelo Russell,25,2022,RS,0.571124163532694,0.2588662493491871,0.5416210825513427,10,2,1.371611495433224
Damion Lee,29,2022,RS,0.4434684376870245,0.08469400035308014,0.3869898742265984,6,1,0.9151523122667031
Danilo Gallinari,33,2019,RS,0.6733610714023563,0.38335213406976876,0.6161758409782212,6,1,1.6728890464503463
Danilo Gallinari,33,2020,RS,0.6196477442918605,0.2885498920041421,0.5514255152749518,8,2,1.4596231515709546
Danilo Gallinari,33,2021,RS,0.5232842070834597,0.14343325752783276,0.45539552893017315,10,3,1.1221129935414655
Danilo Gallinari,33,2022,RS,0.4867373128062351,0.13336399492969594,0.4084085293064573,12,4,1.0285098370423884
Danny Green,34,2014,RS,0.6665478729880292,0.3167420707833234,0.6261056695668602,2,1,1.6093956133382128
Danny Green,34,2015,RS,0.7117486012193259,0.4787639875902929,0.6957791901555825,4,2,1.8862917789652014
Danny Green,34,2016,RS,0.5924338920145745,0.28188340433169384,0.578226137307612,6,3,1.4525434336538803
Danny Green,34,2017,RS,0.5900549893956473,0.25317689759784223,0.5546221917446127,8,4,1.3978540787381022
Danny Green,34,2018,RS,0.5745871937140683,0.23495384985685128,0.5427643860978808,10,5,1.3523054296688004
Danny Green,34,2019,RS,0.6754839553187506,0.41218104469366446,0.6443816632242524,12,6,1.7320466632366673
Danny Green,34,2020,RS,0.6021374307484068,0.2550581555483148,0.6011254231154021,14,7,1.4583210094121237
Danny Green,34,2021,RS,0.6027298634829372,0.2826495579113292,0.5966422703789063,16,8,1.4820216917731726
Danny Green,34,2022,RS,0.5427504686793388,0.16839588526055715,0.5111587855006025,18,9,1.2223051394404985
De'Andre Hunter,24,2021,RS,0.6343138829226009,0.1571749187259175,0.5138494352737504,3,1,1.3053382369222688
De'Andre Hunter,24,2022,RS,0.44634272434757405,0.09153129854099061,0.39302307712278495,5,2,0.9308971000113496
De'Anthony Melton,23,2021,RS,0.5861622631787455,0.17417321916567483,0.5421700862500278,4,1,1.3025055685944482
De'Anthony Melton,23,2022,RS,0.6032837297331509,0.254284065465302,0.60479600768422,6,2,1.462363802882673
DeMar DeRozan,32,2014,RS,0.5259130790618417,0.2562902612675737,0.47059697853524973,2,1,1.252800318864665
DeMar DeRozan,32,2015,RS,0.46906194608075275,0.12780852715027705,0.41417932980923905,4,2,1.0110498030402688
DeMar DeRozan,32,2016,RS,0.4991036361586488,0.1987139693181246,0.4273182099354884,6,3,1.125135815412262
DeMar DeRozan,32,2017,RS,0.5285245317336609,0.2376710473868943,0.44274948986196205,8,4,1.2089450689825172
DeMar DeRozan,32,2018,RS,0.5888116310305146,0.3450996283022687,0.5425660601843345,10,5,1.4764773195171177
DeMar DeRozan,32,2019,RS,0.5172881610343335,0.2225441443607348,0.43383899489814265,12,6,1.1736713002932109
DeMar DeRozan,32,2022,RS,0.5690961963235539,0.31382598401399275,0.47631439252823626,16,7,1.359236572865783
Deandre Ayton,23,2021,RS,0.545637144669247,0.22627780059598288,0.48097604892599655,4,1,1.2528909941912265
Deandre Ayton,23,2022,RS,0.5286247349988606,0.1796357404877007,0.4714796301438448,6,2,1.1797401056304062
Delon Wright,29,2016,RS,0.5277475361665831,0.08400256684077055,0.3676137350282772,2,1,0.9793638380356309
Delon Wright,29,2017,RS,0.6277522866798261,0.12477143307788792,0.5410158836802004,4,2,1.2935396034379143
Delon Wright,29,2018,RS,0.6257030972550046,0.24576110653295294,0.5642942109923452,6,3,1.4357584147803029
Delon Wright,29,2020,RS,0.5423671948676313,0.18306985653250435,0.47415131202561334,10,4,1.199588363425749
Delon Wright,29,2022,RS,0.5671462564647078,0.19536994362442262,0.4915368454991447,14,5,1.2540530455882752
Desmond Bane,23,2021,RS,0.4634932872724352,0.10645497728652062,0.3783447633678855,2,1,0.9482930279268413
Desmond Bane,23,2022,RS,0.6188055407392516,0.33973200800967396,0.6077551284513738,4,2,1.5662926772002994
Devin Booker,25,2021,RS,0.5712516785673466,0.27622146765524075,0.5189477966119785,7,1,1.3664209428345657
Devin Booker,25,2022,RS,0.6691074487358025,0.4261833994784322,0.6475219390228091,9,2,1.7428127872370438
Devonte' Graham,26,2022,RS,0.49090047607617326,0.158232635142214,0.4361689101009931,5,1,1.0853020213193805
Dewayne Dedmon,32,2017,RS,0.5942185818135581,0.20826350267672022,0.5272134470928529,7,1,1.3296955315831314
Dewayne Dedmon,32,2021,RS,0.6436917335107672,0.09789531372170954,0.5746847406255384,13,2,1.3162717878580152
Dewayne Dedmon,32,2022,RS,0.4700236484950706,0.0997352644824056,0.37946866993623507,15,3,0.9492275829137113
Donovan Mitchell,25,2018,RS,0.5856307672283714,0.33343867190787857,0.5743259206010783,2,1,1.4933953597373284
Donovan Mitchell,25,2019,RS,0.5545118381564663,0.27909653481800617,0.5200354594677759,4,2,1.3536438324422484
Donovan Mitchell,25,2020,RS,0.52652499999101,0.2185081284856904,0.4681228269017652,6,3,1.2131559553784657
Donovan Mitchell,25,2021,RS,0.6060265677303005,0.268461981032344,0.5772049819753898,8,4,1.4516935307380343
Donovan Mitchell,25,2022,RS,0.588274692119101,0.3002513594463656,0.5819174399529665,10,5,1.470443491518433
Dorian Finney-Smith,28,2020,RS,0.5401460570982618,0.21968291102846105,0.4776483165925372,5,1,1.23747728471926
Dorian Finney-Smith,28,2021,RS,0.5515681308307616,0.21940918384321711,0.5022108143837238,7,2,1.2731881290577025
Dorian Finney-Smith,28,2022,RS,0.5384236869929606,0.2531618889394599,0.5079597811249901,9,3,1.2995453570574105
Draymond Green,31,2014,RS,0.6240250025233864,0.2916493150516963,0.615699988995432,2,1,1.5313743065705148
Draymond Green,31,2015,RS,0.727672691535053,0.5406500960718917,0.7414163988142332,4,2,2.0097391864211778
Draymond Green,31,2016,RS,0.8200922501815373,0.7702476816089726,0.8155348987995215,6,3,2.4058748305900313
Draymond Green,31,2017,RS,0.7529329809687003,0.5765492185960084,0.7665045062510473,8,4,2.095986705815756
Draymond Green,31,2018,RS,0.6134708427549955,0.34061429397696663,0.5963324794774808,10,5,1.550417616209443
Draymond Green,31,2019,RS,0.6212586580400108,0.32271698253383185,0.5756700517419054,12,6,1.519645692315748
Draymond Green,31,2022,RS,0.6230499578706324,0.23511205890087866,0.5804694977632794,16,7,1.4386315145347905
Duncan Robinson,27,2020,RS,0.6018435039677915,0.3055731966989077,0.5412920734024692,3,1,1.4487087740691684
Duncan Robinson,27,2021,RS,0.5141656425028854,0.1945483280785422,0.4825013634986979,5,2,1.1912153340801255
Duncan Robinson,27,2022,RS,0.4971432498863141,0.16107642457236016,0.46529480984957083,7,3,1.1235144843082452
Dwight Powell,30,2015,RS,0.0,0.06705696545047578,0.0,2,1,0.06705696545047578
Dwight Powell,30,2016,RS,0.5233397878618656,0.13030676446584616,0.4337399351379288,5,2,1.0873864874656405
Dwight Powell,30,2021,RS,0.5734720409078172,0.1581766135100316,0.4996817647118808,11,3,1.2313304191297296
Dwight Powell,30,2022,RS,0.51507006765689,0.1696563313018618,0.4517737371118988,13,4,1.1365001360706506
Facundo Campazzo,30,2021,RS,0.5949232333971584,0.21928166531576623,0.5622783030500386,2,1,1.3764832017629631
Facundo Campazzo,30,2022,RS,0.48801915956785813,0.11620787530434219,0.42120999174738516,4,2,1.0254370266195854
Fred VanVleet,27,2017,RS,0.44049739517856495,0.07255165471687999,0.3720926040345794,2,1,0.8851416539300243
Fred VanVleet,27,2018,RS,0.6561091620531587,0.2839286799553486,0.5731655922629584,4,2,1.5132034342714658
Fred VanVleet,27,2019,RS,0.5293420026886428,0.18206780572068515,0.47360213272682355,6,3,1.1850119411361515
Fred VanVleet,27,2020,RS,0.6055208982579159,0.2826917806383449,0.5869572049666326,8,4,1.4751698838628933
Fred VanVleet,27,2022,RS,0.6682408155838856,0.4389807217885987,0.6760523734638255,11,5,1.7832739108363098
Furkan Korkmaz,24,2018,RS,0.13364041989900544,0.05531223748858401,0.12356896128315875,2,1,0.3125216186707482
Furkan Korkmaz,24,2019,RS,0.558758697393038,0.12589518830518606,0.4433041957592812,4,2,1.1279580814575052
Furkan Korkmaz,24,2020,RS,0.5200288806959396,0.16175743963569822,0.46029158661837,6,3,1.1420779069500078
Furkan Korkmaz,24,2021,RS,0.5912196784373136,0.17900242859879306,0.5219372946328649,8,4,1.2921594016689715
Furkan Korkmaz,24,2022,RS,0.44617755197089504,0.08903537188753621,0.3371192467242503,10,5,0.8723321705826815
Gabe Vincent,25,2020,RS,0.29413458083265753,0.06294638091729021,0.23916457480795705,2,1,0.5962455365579048
Gabe Vincent,25,2021,RS,0.4441728923798366,0.07775453031545315,0.40231482475320657,4,2,0.9242422474484963
Gabe Vincent,25,2022,RS,0.5216544229955249,0.16486488594638954,0.4790285640029647,6,3,1.1655478729448792
Garrett Temple,35,2014,RS,0.48258806558969874,0.09255861143433294,0.3843824495639391,2,1,0.9595291265879707
Garrett Temple,35,2015,RS,0.48754195387219823,0.09845708730704157,0.4383900579942174,4,2,1.0243890991734572
Garrett Temple,35,2019,RS,0.4663508032799043,0.0829333105840245,0.42935756383276535,9,3,0.9786416776966942
Garrett Temple,35,2020,RS,0.4765657531119357,0.12563645469508722,0.3967492530415251,12,4,0.998951460848548
Garrett Temple,35,2022,RS,0.39787630065352275,0.052189209894505574,0.33944816113495846,15,5,0.7895136716829868
Gary Payton II,29,2022,RS,0.6840157340528911,0.2687039924545732,0.674929808271339,8,1,1.6276495347788034
Gary Trent Jr.,23,2020,RS,0.522014837667292,0.14946331421604675,0.4240402327301868,3,1,1.0955183846135255
Gary Trent Jr.,23,2022,RS,0.5313508243721333,0.23177780826226782,0.5217045474962829,7,2,1.284833180130684
George Hill,35,2014,RS,0.5941321114911743,0.3199842250779382,0.5442024419868781,2,1,1.4583187785559906
George Hill,35,2016,RS,0.5396922276593485,0.2468256848343298,0.5029180556308378,5,2,1.2894359681245162
George Hill,35,2017,RS,0.6232677731897407,0.256957807496643,0.603447760633759,7,3,1.4836733413201428
George Hill,35,2018,RS,0.5781931178336404,0.13245427378249447,0.4921036145775302,9,4,1.202751006193665
George Hill,35,2019,RS,0.4478220023184915,0.07457143346622584,0.38821196885393344,12,5,0.9106054046386507
George Hill,35,2020,RS,0.6384688812742891,0.23505025318233974,0.5597441961557986,15,6,1.4332633306124274
George Hill,35,2021,RS,0.5655754090384157,0.10137728274384178,0.4305101175110339,17,7,1.0974628092932914
George Hill,35,2022,RS,0.5398976860172217,0.15790665285810274,0.4348520605992038,20,8,1.132656399474528
Georges Niang,28,2019,RS,0.37704890982195916,0.0546999870233661,0.2958429327628891,4,1,0.7275918296082143
Georges Niang,28,2020,RS,0.4799732674465096,0.10132227889232892,0.3645536906787525,6,2,0.945849237017591
Georges Niang,28,2021,RS,0.5605352288339256,0.1666392466980761,0.4755669739581892,8,3,1.202741449490191
Georges Niang,28,2022,RS,0.4746175858719183,0.12383313834024842,0.39889955646686387,10,4,0.9973502806790306
Giannis Antetokounmpo,27,2015,RS,0.47882046421317737,0.15513548075317218,0.4098918799511667,3,1,1.0438478249175163
Giannis Antetokounmpo,27,2017,RS,0.6801385203223338,0.5148999893685573,0.6376066043768345,6,2,1.8326451140677256
Giannis Antetokounmpo,27,2018,RS,0.6976974013495334,0.533252538870485,0.6589044692929047,8,3,1.889854409512923
Giannis Antetokounmpo,27,2019,RS,0.7345422670603011,0.5246461510592999,0.6935401400776173,10,4,1.9527285581972185
Giannis Antetokounmpo,27,2020,RS,0.8191533577098437,0.5426881106815644,0.7589556096788537,12,5,2.120797078070262
Giannis Antetokounmpo,27,2021,RS,0.7292755638437356,0.4517374414582338,0.6830499917140462,14,6,1.8640629970160156
Giannis Antetokounmpo,27,2022,RS,0.7671086017335143,0.5416192873568996,0.6935422206753472,16,7,2.002270109765761
Grant Williams,23,2020,RS,0.4767863305902632,0.10359586136182357,0.370384085965156,2,1,0.9507662779172428
Grant Williams,23,2021,RS,0.4033296827028412,0.05531514729800318,0.3409044359397767,4,2,0.7995492659406211
Grant Williams,23,2022,RS,0.482272281612713,0.13666954693024772,0.3950017070462513,6,3,1.0139435355892121
Grayson Allen,26,2019,RS,0.18157707020766345,0.007240539323036886,0.1290719971100857,2,1,0.317889606640786
Grayson Allen,26,2021,RS,0.5252351403349127,0.14822166569433792,0.4643633194156047,5,2,1.1378201254448554
Grayson Allen,26,2022,RS,0.5255618510589553,0.18223744387793966,0.44621510891215094,7,3,1.1540144038490459
Hassan Whiteside,32,2016,RS,0.5864754987380316,0.27988493929183555,0.5500671010838429,3,1,1.4164275391137102
Hassan Whiteside,32,2018,RS,0.5375565286155866,0.1650528477998086,0.46517574565517716,6,2,1.1677851220705722
Hassan Whiteside,32,2020,RS,0.6205101651392229,0.31044403866279224,0.5499204770439124,9,3,1.4808746808459277
Hassan Whiteside,32,2022,RS,0.6222538190466846,0.21091584409360367,0.5566431448554896,12,4,1.3898128079957779
Herbert Jones,23,2022,RS,0.5556538322504351,0.2590834560881108,0.5087205771456071,2,1,1.3234578654841531
Ja Morant,22,2021,RS,0.4621196363969382,0.11837430205445298,0.3993564854235567,3,1,0.9798504238749479
Ja Morant,22,2022,RS,0.6137740982695715,0.2913543656136838,0.5935949692693886,5,2,1.498723433152644
JaMychal Green,31,2015,RS,0.5061056966381183,0.07662809898659406,0.3771146077401051,2,1,0.9598484033648175
JaMychal Green,31,2016,RS,0.4791820517245419,0.11905298765645314,0.35685037761969685,5,2,0.9550854170006919
JaMychal Green,31,2017,RS,0.516023843993046,0.18819321560079183,0.4495285262360224,7,3,1.1537455858298602
JaMychal Green,31,2019,RS,0.4687519417294375,0.08262402256182369,0.3696319832073507,10,4,0.9210079474986119
JaMychal Green,31,2020,RS,0.4497344795206589,0.09043521287466463,0.3878847351588145,13,5,0.928054427554138
JaMychal Green,31,2021,RS,0.4738253096304651,0.10385688738377333,0.3980148282433041,15,6,0.9756970252575425
JaMychal Green,31,2022,RS,0.42822270580090216,0.07257593468678492,0.36768839831102085,17,7,0.8684870387987079
JaVale McGee,34,2016,RS,0.3331546707084012,0.049060671553501564,0.23976416425500577,5,1,0.6219795065169086
JaVale McGee,34,2017,RS,0.6383722661192452,0.16739410543017796,0.5631703977291889,7,2,1.368936769278612
JaVale McGee,34,2018,RS,0.5338629083239266,0.11116884896262191,0.4906379973968403,9,3,1.1356697546833887
JaVale McGee,34,2020,RS,0.5996184276980173,0.1916190667035612,0.5687278785352002,12,4,1.3599653729367787
JaVale McGee,34,2021,RS,0.5035623272442348,0.09437527596499592,0.4072462268313378,14,5,1.0051838300405684
JaVale McGee,34,2022,RS,0.5839937525087756,0.18542886692675786,0.5071484928577402,17,6,1.2765711122932737
Jaden McDaniels,21,2022,RS,0.4883315489753736,0.14141292047437343,0.4235742002203402,3,1,1.0533186696700874
Jae Crowder,31,2014,RS,0.6075127086197754,0.21096259624497218,0.5106325724521338,2,1,1.3291078773168814
Jae Crowder,31,2015,RS,0.5793549014551582,0.2020940620224905,0.511594562911889,4,2,1.2930435263895377
Jae Crowder,31,2016,RS,0.5570943075073289,0.25999342596762093,0.5452189246244137,7,3,1.3623066580993635
Jae Crowder,31,2017,RS,0.5916055164450829,0.31095477062230914,0.5535799762538309,9,4,1.456140263321223
Jae Crowder,31,2018,RS,0.41776987676349564,0.06467715332845929,0.37530804434210907,11,5,0.8577550744340641
Jae Crowder,31,2019,RS,0.5272541446995261,0.20768656506012398,0.48993146903172197,14,6,1.2248721787913721
Jae Crowder,31,2020,RS,0.45377153635708134,0.09406681854497495,0.4054262924454637,16,7,0.9532646473475199
Jae Crowder,31,2021,RS,0.6000086374466373,0.24846737870651597,0.5378994030888348,19,8,1.386375419241988
Jae Crowder,31,2022,RS,0.567181294351621,0.2361532918473662,0.5497266183675626,21,9,1.3530612045665498
Jalen Brunson,25,2021,RS,0.5710902114135221,0.22158394719669597,0.5018274204707858,4,1,1.294501579081004
Jalen Brunson,25,2022,RS,0.5707690243761302,0.2936248271895664,0.5160713873020837,6,2,1.3804652388677803
Jaren Jackson Jr.,22,2021,RS,0.5314265362198164,0.08681319180322475,0.5203911914073132,4,1,1.1386309194303543
Jaren Jackson Jr.,22,2022,RS,0.5680917305797432,0.2598799963332987,0.5384581969672211,6,2,1.366429923880263
Jarred Vanderbilt,22,2019,RS,0.5342237122927083,0.07428627101582852,0.48110969921616636,2,1,1.089619682524703
Jarred Vanderbilt,22,2022,RS,0.5806732213050088,0.25028070468041486,0.5257760013394257,7,2,1.3567299273248494
Javonte Green,28,2020,RS,0.4166246809046844,0.06749804603833395,0.3292282919328466,2,1,0.813351018875865
Javonte Green,28,2022,RS,0.570061977392145,0.20546483731365273,0.4923492441223403,6,2,1.2678760588281381
Jaxson Hayes,21,2022,RS,0.44483710505821367,0.08770399498276862,0.32479139361631354,4,1,0.8573324936572959
Jaylen Brown,25,2017,RS,0.3904185157592905,0.042238246991964774,0.28145411393833175,2,1,0.714110876689587
Jaylen Brown,25,2018,RS,0.562864442138461,0.25411257397497555,0.4944910607907274,4,2,1.311468076904164
Jaylen Brown,25,2019,RS,0.4751919706839861,0.1302586896314377,0.4386025879937055,6,3,1.0440532483091294
Jaylen Brown,25,2020,RS,0.5482946580850159,0.21758959615070902,0.5211260941767908,8,4,1.2870103484125157
Jaylen Brown,25,2022,RS,0.6038712389555734,0.31718379752952136,0.5712502842168437,11,5,1.4923053207019383
Jayson Tatum,23,2018,RS,0.5541848334799813,0.2639197416766723,0.4627395455763645,2,1,1.2808441207330181
Jayson Tatum,23,2019,RS,0.5486647081557231,0.25671241203233586,0.5025115378138517,4,2,1.3078886580019107
Jayson Tatum,23,2020,RS,0.6836025534352432,0.4297139153397985,0.6588528302860672,6,3,1.7721692990611089
Jayson Tatum,23,2021,RS,0.6060902660174338,0.32503426842483596,0.586636651453544,8,4,1.5177611858958138
Jayson Tatum,23,2022,RS,0.7332787254407683,0.5888033175972283,0.6837649995610902,10,5,2.005847042599087
Jeff Green,35,2015,RS,0.45865599885448394,0.09311830917332269,0.4005715320141423,3,1,0.9523458400419489
Jeff Green,35,2016,RS,0.4275411619905276,0.0712103117181369,0.36846410026807985,6,2,0.8672155739767444
Jeff Green,35,2018,RS,0.5006019768246226,0.15540684931933318,0.3895485818789203,10,3,1.045557408022876
Jeff Green,35,2020,RS,0.5415067513877947,0.09908517514375775,0.4671577761033854,13,4,1.1077497026349379
Jeff Green,35,2021,RS,0.4622264842215952,0.1128693440183557,0.38300073050123806,16,5,0.9580965587411889
Jeff Green,35,2022,RS,0.39752213132152064,0.04000899921550548,0.285528597847749,18,6,0.7230597283847751
Jimmy Butler,32,2014,RS,0.6406433092116635,0.41255487501818633,0.5963142677682081,2,1,1.6495124519980577
Jimmy Butler,32,2015,RS,0.6126707919210383,0.3588844492311425,0.5902975601274605,4,2,1.5618528012796413
Jimmy Butler,32,2017,RS,0.7474035910149551,0.6262263905644632,0.6899070362077021,7,3,2.0635370177871204
Jimmy Butler,32,2018,RS,0.7695160629565261,0.5219459817807656,0.7142370478350204,9,4,2.0056990925723124
Jimmy Butler,32,2019,RS,0.6138650344656248,0.11147801734784261,0.6206833568619211,11,5,1.3460264086753884
Jimmy Butler,32,2020,RS,0.7132854592867526,0.4154587326814815,0.6619750319249341,14,6,1.7907192238931682
